time,temp
2011-07-25 24:00:00,   16.181319
2011-07-26 24:00:00,   16.203013
2011-07-27 24:00:00,   16.227154
2011-07-28 24:00:00,   16.250133
2011-07-29 24:00:00,   16.264642
2011-07-30 24:00:00,   16.284590
2011-07-31 24:00:00,   16.308700
2011-08-01 24:00:00,   16.319563
2011-08-02 24:00:00,   16.326030
2011-08-03 24:00:00,   16.342303
2011-08-04 24:00:00,   16.350767
2011-08-05 24:00:00,   16.355360
2011-08-06 24:00:00,   16.358729
2011-08-07 24:00:00,   16.363014
2011-08-08 24:00:00,   16.370744
2011-08-09 24:00:00,   16.396032
2011-08-10 24:00:00,   16.454627
2011-08-11 24:00:00,   16.489193
2011-08-12 24:00:00,   16.504746
2011-08-13 24:00:00,   16.516585
2011-08-14 24:00:00,   16.526585
2011-08-15 24:00:00,   16.533391
2011-08-16 24:00:00,   16.543647
2011-08-17 24:00:00,   16.567168
2011-08-18 24:00:00,   16.600330
2011-08-19 24:00:00,   16.626863
2011-08-20 24:00:00,   16.645388
2011-08-21 24:00:00,   16.663087
2011-08-22 24:00:00,   16.683939
2011-08-23 24:00:00,   16.715382
2011-08-24 24:00:00,   16.776599
2011-08-25 24:00:00,   16.832583
2011-08-26 24:00:00,   16.852752
2011-08-27 24:00:00,   16.868328
2011-08-28 24:00:00,   16.874260
2011-08-29 24:00:00,   16.881190
2011-08-30 24:00:00,   16.894379
2011-08-31 24:00:00,   16.907482
2011-09-01 24:00:00,   16.930941
